"Commune","Qté tot réc par les caves particulières (hl)","Part Vins AOP rouge/rosé réc (%)","Part Vins AOP blanc réc (%)","Part Vins IGP rouge/rosé réc (%)","Part Vins IGP blanc réc (%)","Part Vins sans IG et autres rouge/rosé réc (%)","Part Vins sans IG et autres blanc réc (%)","Accès au graphique de la part des types de vin / couleur","code"
"34- VILLEVEYRAC","2761","54.3","4.2","31.2","8.2","1.2","0.9","url:../graphs/rpart/rpart_c1334.html;D'autres informations","34"
"34- MONTBLANC","19595","1.2","0","51.7","39.5","2","5.6","url:../graphs/rpart/rpart_c1277.html;D'autres informations","34"
"34- SERVIAN","56975","0.9","0","69.8","21.1","6.5","1.7","url:../graphs/rpart/rpart_c1319.html;D'autres informations","34"
"34- PUECHABON","1474","73.9","7.6","15.8","2.3","0.4","0","url:../graphs/rpart/rpart_c1295.html;D'autres informations","34"
"34- AIGUES-VIVES","6723","52.2","1.2","35.9","4.6","6.2","0","url:../graphs/rpart/rpart_c1218.html;D'autres informations","34"
"34- COURNONTERRAL","4606","0.6","0","76.5","11","10.9","1","url:../graphs/rpart/rpart_c1248.html;D'autres informations","34"
"34- CABRIERES","1838","62.2","5.1","6.9","1.8","14.1","9.8","url:../graphs/rpart/rpart_c1234.html;D'autres informations","34"
"34- PRADES-SUR-VERNAZOBRE","6785","22.4","0.6","20.6","1.3","52.3","2.7","url:../graphs/rpart/rpart_c1294.html;D'autres informations","34"
"34- CESSERAS","21603","10","0.1","48","8","32","2","url:../graphs/rpart/rpart_c1242.html;D'autres informations","34"
"34- OLONZAC","9056","0.6","0","43.1","13.3","41.1","2","url:../graphs/rpart/rpart_c1286.html;D'autres informations","34"
"34- SAINT-GENIES-DE-FONTEDIT","14777","6.4","0","43.7","37","1.3","11.5","url:../graphs/rpart/rpart_c1309.html;D'autres informations","34"
"34- CESSENON-SUR-ORB","17444","32.8","0.6","31.3","26.3","8.9","0","url:../graphs/rpart/rpart_c1241.html;D'autres informations","34"
"34- MURVIEL-LES-MONTPELLIER","2737","27.7","12.8","13.9","6","32.9","6.8","url:../graphs/rpart/rpart_c1282.html;D'autres informations","34"
"34- QUARANTE","22046","11.6","0.4","40.7","13.3","29.7","4.3","url:../graphs/rpart/rpart_c1300.html;D'autres informations","34"
"34- LESPIGNAN","6632","0","0","73.7","15.6","8.3","2.3","url:../graphs/rpart/rpart_c1265.html;D'autres informations","34"
"34- FRONTIGNAN","4206","0","25.7","6.5","65","0","2.8","url:../graphs/rpart/rpart_c1256.html;D'autres informations","34"
"34- MEZE","28268","0","14.7","49.5","30.5","4.2","1.1","url:../graphs/rpart/rpart_c1273.html;D'autres informations","34"
"34- CAUSSES-ET-VEYRAN","8511","46.7","0.7","32.8","3.3","16.2","0.4","url:../graphs/rpart/rpart_c1237.html;D'autres informations","34"
"34- SAINT-PARGOIRE","7571","48.4","2.9","14.5","4.8","14","15.4","url:../graphs/rpart/rpart_c1314.html;D'autres informations","34"
"34- LIEURAN-LES-BEZIERS","21047","0","0","60.9","19.1","17.1","2.8","url:../graphs/rpart/rpart_c1267.html;D'autres informations","34"
"34-LE PUECH","4977","0","0","46","1.2","52.8","0","url:../graphs/rpart/rpart_c1339.html;D'autres informations","34"
"34- ALIGNAN-DU-VENT","13621","9.5","0.3","74","15","1.3","0","url:../graphs/rpart/rpart_c1219.html;D'autres informations","34"
"34- MINERVE","3441","34.3","2.7","42.7","2.6","16.2","1.5","url:../graphs/rpart/rpart_c1274.html;D'autres informations","34"
"34- AIGNE","5219","26.9","1.4","35.7","4.9","23","8.1","url:../graphs/rpart/rpart_c1217.html;D'autres informations","34"
"34- SAINT-ANDRE-DE-SANGONIS","10959","18.4","2","51.4","3","24.2","1","url:../graphs/rpart/rpart_c1304.html;D'autres informations","34"
"34- FAUGERES","2963","62.5","2.4","33.6","0.3","0.2","0.9","url:../graphs/rpart/rpart_c1251.html;D'autres informations","34"
"34- GABIAN","9813","14.7","1.1","68.6","10.2","4.3","1.2","url:../graphs/rpart/rpart_c1257.html;D'autres informations","34"
"34- FOS","3191","72.6","3.8","5.8","0","17.8","0","url:../graphs/rpart/rpart_c1255.html;D'autres informations","34"
"34- VIEUSSAN","2591","37.4","3.4","40.6","0.8","9.7","8.1","url:../graphs/rpart/rpart_c1330.html;D'autres informations","34"
"34- SAINT-CHINIAN","10911","54.1","1.2","37.4","6.6","0.6","0","url:../graphs/rpart/rpart_c1307.html;D'autres informations","34"
"34- VIC-LA-GARDIOLE","4927","7","22.3","6.6","63.9","0.3","0","url:../graphs/rpart/rpart_c1329.html;D'autres informations","34"
"34- BEDARIEUX","652","19.9","0","57.6","22.2","0.2","0","url:../graphs/rpart/rpart_c1228.html;D'autres informations","34"
"34- LAURET","2693","66","9.6","14.6","9.2","0.2","0.4","url:../graphs/rpart/rpart_c1264.html;D'autres informations","34"
"34- POUZOLLES","23198","3.7","0.3","48.8","26.1","17","4.1","url:../graphs/rpart/rpart_c1292.html;D'autres informations","34"
"34- CREISSAN","4674","23.1","1.3","49.7","7.1","17.1","1.6","url:../graphs/rpart/rpart_c1249.html;D'autres informations","34"
"34- SALASC","2018","2","0","79.9","16.7","1.5","0","url:../graphs/rpart/rpart_c1317.html;D'autres informations","34"
"34- PUIMISSON","6668","0","0","73.6","10.1","15.6","0.6","url:../graphs/rpart/rpart_c1297.html;D'autres informations","34"
"34- LEZIGNAN-LA-CEBE","5659","9.3","1.8","20.8","7.5","59.1","1.6","url:../graphs/rpart/rpart_c1266.html;D'autres informations","34"
"34- JONQUIERES","2771","79.6","0.6","7.5","11.2","1","0","url:../graphs/rpart/rpart_c1261.html;D'autres informations","34"
"34- VILLESPASSANS","2974","72.8","3.6","10.5","0","12.5","0.5","url:../graphs/rpart/rpart_c1333.html;D'autres informations","34"
"34- CASTELNAU-DE-GUERS","15610","0","13.8","44.3","32.6","7.9","1.3","url:../graphs/rpart/rpart_c1236.html;D'autres informations","34"
"34- GUZARGUES","3204","17.3","0.5","76.5","0.3","5.3","0.1","url:../graphs/rpart/rpart_c1260.html;D'autres informations","34"
"34- ABEILHAN","17350","0","0","59","18.7","18.9","3.4","url:../graphs/rpart/rpart_c1214.html;D'autres informations","34"
"34- AZILLANET","4040","20.6","0.5","10.9","0.3","67.2","0.5","url:../graphs/rpart/rpart_c1226.html;D'autres informations","34"
"34- VENDARGUES","1760","2.4","0","84.3","13.2","0","0","url:../graphs/rpart/rpart_c1326.html;D'autres informations","34"
"34- SAUVIAN","15804","2.1","1","15.6","28.3","32.3","20.7","url:../graphs/rpart/rpart_c1318.html;D'autres informations","34"
"34- PUILACHER","8183","0","0","72.6","15.2","10.1","2.1","url:../graphs/rpart/rpart_c1296.html;D'autres informations","34"
"34- GIGEAN","5520","1.1","3.4","75.2","16.3","3.8","0.2","url:../graphs/rpart/rpart_c1258.html;D'autres informations","34"
"34- MONTADY","15838","0","0","65.9","3.8","25.2","5.1","url:../graphs/rpart/rpart_c1275.html;D'autres informations","34"
"34- NIZAS","2774","9.6","0.8","78.6","8.1","2.9","0","url:../graphs/rpart/rpart_c1284.html;D'autres informations","34"
"34- SAINT-CHRISTOL","8768","55.1","1.9","34.5","8","0","0.5","url:../graphs/rpart/rpart_c1308.html;D'autres informations","34"
"34- ROQUESSELS","4113","73.2","1.6","21.4","3.1","0.7","0","url:../graphs/rpart/rpart_c1302.html;D'autres informations","34"
"34- POUZOLS","291","0","0","77.9","18.3","1.7","2.1","url:../graphs/rpart/rpart_c1293.html;D'autres informations","34"
"34- MAUREILHAN","15050","0","0","54.4","25.4","12.2","7.9","url:../graphs/rpart/rpart_c1272.html;D'autres informations","34"
"34- PEZENAS","24467","6","1.2","53.2","14.9","23.7","1","url:../graphs/rpart/rpart_c1288.html;D'autres informations","34"
"34- PAILHES","6517","0","0","42.5","16.8","40.7","0","url:../graphs/rpart/rpart_c1287.html;D'autres informations","34"
"34- POILHES","13530","0.4","0","79.7","15","4.9","0.1","url:../graphs/rpart/rpart_c1291.html;D'autres informations","34"
"34- TEYRAN","5440","13.5","0","73.4","12","1.1","0","url:../graphs/rpart/rpart_c1321.html;D'autres informations","34"
"34- SAINT-AUNES","10788","12.8","0.4","28.2","5.7","52.7","0.3","url:../graphs/rpart/rpart_c1305.html;D'autres informations","34"
"34- ASSIGNAN","2893","57.1","3.2","20.4","1.2","14.9","3.3","url:../graphs/rpart/rpart_c1224.html;D'autres informations","34"
"34- FONTANES","6001","42.6","4","38.7","8.9","4.9","0.8","url:../graphs/rpart/rpart_c1254.html;D'autres informations","34"
"34- VIAS","37818","0","0","61.4","27.6","10.6","0.4","url:../graphs/rpart/rpart_c1328.html;D'autres informations","34"
"34- COLOMBIERS","6582","0","0","52.9","22.6","23.8","0.6","url:../graphs/rpart/rpart_c1245.html;D'autres informations","34"
"34- SAINT-BAUZILLE-DE-LA-SYLVE","4550","31.9","0.8","52.6","9.6","3.2","1.9","url:../graphs/rpart/rpart_c1306.html;D'autres informations","34"
"34- LAURENS","11170","52.2","1","34.6","10.1","0.8","1.3","url:../graphs/rpart/rpart_c1263.html;D'autres informations","34"
"34- CAZEDARNES","3037","77.4","0","13.7","4","4.8","0","url:../graphs/rpart/rpart_c1239.html;D'autres informations","34"
"34- PINET","7771","0","24.2","52.7","15.5","5.4","2.2","url:../graphs/rpart/rpart_c1290.html;D'autres informations","34"
"34- JUVIGNAC","3341","32.8","1.1","31.1","11.3","23.7","0","url:../graphs/rpart/rpart_c1262.html;D'autres informations","34"
"34- COULOBRES","10154","0","0","78.1","11.6","10.3","0","url:../graphs/rpart/rpart_c1247.html;D'autres informations","34"
"34- BEZIERS","87882","1.2","0.2","66.8","21.3","9.5","1.1","url:../graphs/rpart/rpart_c1231.html;D'autres informations","34"
"34- BOUJAN-SUR-LIBRON","9443","0.3","0","66.6","15.7","16.1","1.2","url:../graphs/rpart/rpart_c1232.html;D'autres informations","34"
"34- AUTIGNAC","11398","57.8","1.1","18","23.1","0","0","url:../graphs/rpart/rpart_c1225.html;D'autres informations","34"
"34- NISSAN-LEZ-ENSERUNE","46152","0","0","48.6","21","23.9","6.5","url:../graphs/rpart/rpart_c1283.html;D'autres informations","34"
"34- VACQUIERES","6732","59.1","7.7","27.8","5.2","0.1","0.2","url:../graphs/rpart/rpart_c1324.html;D'autres informations","34"
"34- MARAUSSAN","4682","0","0","20.6","7.5","67.3","4.6","url:../graphs/rpart/rpart_c1270.html;D'autres informations","34"
"34- MARGON","4634","0","0","75.4","24.6","0","0","url:../graphs/rpart/rpart_c1271.html;D'autres informations","34"
"37- LANGEAIS","162","8.2","0","0","0","78.1","13.8","url:../graphs/rpart/rpart_c1370.html;D'autres informations","37"
"37- LUSSAULT-SUR-LOIRE","3546","6.9","91.6","0","0","1.3","0.2","url:../graphs/rpart/rpart_c1375.html;D'autres informations","37"
"37- REUGNY","2941","3.1","95.9","0","0","0.6","0.4","url:../graphs/rpart/rpart_c1384.html;D'autres informations","37"
"37- ATHEE-SUR-CHER","154","47.9","50.7","0","0","1.4","0","url:../graphs/rpart/rpart_c1349.html;D'autres informations","37"
"37- BLERE","5355","65.6","18.3","5.6","0","6","4.6","url:../graphs/rpart/rpart_c1353.html;D'autres informations","37"
"37-LA CHAPELLE-SUR-LOIRE","906","96.9","0","0","0","3.1","0","url:../graphs/rpart/rpart_c1398.html;D'autres informations","37"
"37- AVON-LES-ROCHES","882","94.4","2.3","0","0","3.4","0","url:../graphs/rpart/rpart_c1350.html;D'autres informations","37"
"37- CIVRAY-DE-TOURAINE","2861","57.2","27.1","10.1","0","4.3","1.3","url:../graphs/rpart/rpart_c1364.html;D'autres informations","37"
"37- SAINT-NICOLAS-DE-BOURGUEIL","52156","99.3","0.4","0","0","0.3","0","url:../graphs/rpart/rpart_c1391.html;D'autres informations","37"
"37- VERNOU-SUR-BRENNE","20291","3.3","94.4","0","0","1.5","0.8","url:../graphs/rpart/rpart_c1396.html;D'autres informations","37"
"37- RESTIGNE","11588","97.5","1.3","0.3","0","0.7","0.1","url:../graphs/rpart/rpart_c1383.html;D'autres informations","37"
"37- CHEILLE","939","53.4","22","0","0","16.9","7.8","url:../graphs/rpart/rpart_c1360.html;D'autres informations","37"
"37- CRAVANT-LES-COTEAUX","26128","95.5","1.4","0","0","3.1","0","url:../graphs/rpart/rpart_c1365.html;D'autres informations","37"
"37- SAINTE-MAURE-DE-TOURAINE","321","74.8","0","0","0","20","5.1","url:../graphs/rpart/rpart_c1393.html;D'autres informations","37"
"37- ESVRES","2263","86.7","0.4","0.8","0","4.9","7.2","url:../graphs/rpart/rpart_c1367.html;D'autres informations","37"
"37- BENAIS","9550","99.8","0","0","0","0.2","0","url:../graphs/rpart/rpart_c1352.html;D'autres informations","37"
"37- SAINT-JEAN-SAINT-GERMAIN","181","0","0","0","0","51.4","48.6","url:../graphs/rpart/rpart_c1389.html;D'autres informations","37"
"37- CROUZILLES","2898","94.3","2.3","0","0","3.4","0","url:../graphs/rpart/rpart_c1366.html;D'autres informations","37"
"37- CHINON","11639","94.4","3.2","0","0","2.3","0.2","url:../graphs/rpart/rpart_c1362.html;D'autres informations","37"
"37- LERNE","228","78.8","0","0","0","16","5.3","url:../graphs/rpart/rpart_c1371.html;D'autres informations","37"
"37- HUISMES","1677","94.6","3.3","0","0","2.1","0","url:../graphs/rpart/rpart_c1368.html;D'autres informations","37"
"37- PANZOULT","13826","97.4","1.6","0.1","0","0.6","0.3","url:../graphs/rpart/rpart_c1380.html;D'autres informations","37"
"37- CHAVEIGNES","252","18.3","0","14.3","19.9","23","24.5","url:../graphs/rpart/rpart_c1359.html;D'autres informations","37"
"37- LIGNIERES-DE-TOURAINE","592","15.6","6.7","2.4","1.9","51.5","22","url:../graphs/rpart/rpart_c1372.html;D'autres informations","37"
"37- BOURGUEIL","13146","99.1","0.1","0.3","0","0.4","0","url:../graphs/rpart/rpart_c1354.html;D'autres informations","37"
"37- BRIZAY","1014","30.4","12.2","35","18","1.6","2.8","url:../graphs/rpart/rpart_c1355.html;D'autres informations","37"
"37- NOIZAY","7560","5.1","93.2","0.6","0","0.6","0.5","url:../graphs/rpart/rpart_c1379.html;D'autres informations","37"
"37- LIMERAY","11891","36.2","38.8","12.8","0.4","8.6","3.1","url:../graphs/rpart/rpart_c1374.html;D'autres informations","37"
"37- RAZINES","466","46.1","46.9","0","0","6.8","0.2","url:../graphs/rpart/rpart_c1382.html;D'autres informations","37"
"37- MOSNES","2347","38.3","32.9","3.8","0","13.4","11.5","url:../graphs/rpart/rpart_c1377.html;D'autres informations","37"
"37-LA ROCHE-CLERMAULT","4076","96.6","1","0","0","2.2","0.2","url:../graphs/rpart/rpart_c1399.html;D'autres informations","37"
"37- LIGRE","3623","83.5","10.5","4","0.6","1.3","0.1","url:../graphs/rpart/rpart_c1373.html;D'autres informations","37"
"37- SAINT-GERMAIN-SUR-VIENNE","516","77.4","5","0","0","16.1","1.5","url:../graphs/rpart/rpart_c1388.html;D'autres informations","37"
"37- AMBOISE","2052","53.7","39.4","0.6","0","5.1","1.2","url:../graphs/rpart/rpart_c1348.html;D'autres informations","37"
"37- CHARGE","8289","39.6","47.8","5.8","2.8","3","1","url:../graphs/rpart/rpart_c1358.html;D'autres informations","37"
"37- BEAUMONT-EN-VERON","5510","94.9","2.8","0","0","2.3","0","url:../graphs/rpart/rpart_c1351.html;D'autres informations","37"
"37- CANDES-SAINT-MARTIN","537","55.8","39.3","0","0","1.9","3.1","url:../graphs/rpart/rpart_c1356.html;D'autres informations","37"
"37- VALLERES","333","75.8","15.9","0","0","8.3","0","url:../graphs/rpart/rpart_c1395.html;D'autres informations","37"
"37- SAINT-PATRICE","524","88.9","0","2.8","0","5.2","3.1","url:../graphs/rpart/rpart_c1392.html;D'autres informations","37"
"37- VOUVRAY","19843","0.9","97.2","0.3","0.3","1","0.3","url:../graphs/rpart/rpart_c1397.html;D'autres informations","37"
"37- MONTLOUIS-SUR-LOIRE","4642","12.9","61.7","7.8","1.1","9.8","6.7","url:../graphs/rpart/rpart_c1376.html;D'autres informations","37"
"37- CHANCAY","21647","7.4","90.9","0.5","0.4","0.5","0.2","url:../graphs/rpart/rpart_c1357.html;D'autres informations","37"
"37- RIVARENNES","768","44.6","17.9","0","0","33.8","3.7","url:../graphs/rpart/rpart_c1385.html;D'autres informations","37"
"37- SAINT-MARTIN-LE-BEAU","4672","21.5","64.9","0","0","6.5","7.1","url:../graphs/rpart/rpart_c1390.html;D'autres informations","37"
"37- CHEZELLES","200","34.9","0","25","12.5","16.5","11","url:../graphs/rpart/rpart_c1361.html;D'autres informations","37"
"37- RIVIERE","2754","98.5","1.3","0","0","0.2","0","url:../graphs/rpart/rpart_c1386.html;D'autres informations","37"
"37- SAVIGNY-EN-VERON","7718","90.6","4.8","0","0","4.7","0","url:../graphs/rpart/rpart_c1394.html;D'autres informations","37"
"37- NAZELLES-NEGRON","3288","12.1","85","0","0","1.8","1.1","url:../graphs/rpart/rpart_c1378.html;D'autres informations","37"
"37- PARCAY-MESLAY","5868","2.7","96.4","0","0","0.9","0","url:../graphs/rpart/rpart_c1381.html;D'autres informations","37"
"37- CHOUZE-SUR-LOIRE","2853","93.2","0","0.4","0","6.4","0","url:../graphs/rpart/rpart_c1363.html;D'autres informations","37"
"37- ROCHECORBON","9793","1.5","98.3","0","0","0.1","0.2","url:../graphs/rpart/rpart_c1387.html;D'autres informations","37"
"37-LA TOUR-SAINT-GELIN","399","9","0","10.8","12.3","50.8","17.1","url:../graphs/rpart/rpart_c1400.html;D'autres informations","37"
"37- INGRANDES-DE-TOURAINE","5984","95.3","0","2.1","0","2.6","0","url:../graphs/rpart/rpart_c1369.html;D'autres informations","37"
"39- DOMBLANS","194","8.1","89.4","0","0","0.9","1.5","url:../graphs/rpart/rpart_c1419.html;D'autres informations","39"
"39- RUFFEY-SUR-SEILLE","694","7.9","76.3","0","0","5.1","10.7","url:../graphs/rpart/rpart_c1435.html;D'autres informations","39"
"39- BEAUFORT","253","0","90.2","0","0","4","5.8","url:../graphs/rpart/rpart_c1413.html;D'autres informations","39"
"39- VINCELLES","181","14.7","68.6","0","0","7.4","9.3","url:../graphs/rpart/rpart_c1443.html;D'autres informations","39"
"39- POLIGNY","2110","29.2","66.7","0","0","1.9","2.2","url:../graphs/rpart/rpart_c1431.html;D'autres informations","39"
"39- CHISSEY-SUR-LOUE","274","16.8","80.5","0","0","1.4","1.3","url:../graphs/rpart/rpart_c1416.html;D'autres informations","39"
"39- VOITEUR","623","22.7","71.8","0","0","2.4","3.2","url:../graphs/rpart/rpart_c1444.html;D'autres informations","39"
"39- MANTRY","482","13.7","79.2","0","0","2.8","4.4","url:../graphs/rpart/rpart_c1422.html;D'autres informations","39"
"39- ARLAY","367","35.8","41.6","0","0","10.3","12.3","url:../graphs/rpart/rpart_c1411.html;D'autres informations","39"
"39- QUINTIGNY","510","13.9","67.8","0","0","4.4","13.9","url:../graphs/rpart/rpart_c1433.html;D'autres informations","39"
"39- AIGLEPIERRE","186","40.6","30.6","0","0","18.4","10.5","url:../graphs/rpart/rpart_c1409.html;D'autres informations","39"
"39- ARBOIS","9351","42.9","52.9","0","0","1.4","2.8","url:../graphs/rpart/rpart_c1410.html;D'autres informations","39"
"39- TOULOUSE-LE-CHATEAU","290","8.9","71.7","0","0","9.1","10.3","url:../graphs/rpart/rpart_c1439.html;D'autres informations","39"
"39-L'ETOILE","1551","7.8","88.9","0","0","0.2","3","url:../graphs/rpart/rpart_c1445.html;D'autres informations","39"
"39- MENETRU-LE-VIGNOBLE","721","13.9","82","0","0","2.1","2","url:../graphs/rpart/rpart_c1424.html;D'autres informations","39"
"39- NEVY-SUR-SEILLE","675","10.2","86.2","0","0","2.1","1.5","url:../graphs/rpart/rpart_c1427.html;D'autres informations","39"
"39- MESNAY","478","27.8","59.1","0","0","6","7","url:../graphs/rpart/rpart_c1425.html;D'autres informations","39"
"39- GEVINGEY","884","6.6","91.1","0","0","0.5","1.8","url:../graphs/rpart/rpart_c1420.html;D'autres informations","39"
"39- AUGEA","165","9.1","58.4","0","0","16.6","15.8","url:../graphs/rpart/rpart_c1412.html;D'autres informations","39"
"39- SAINTE-AGNES","1528","14.9","84","0","0","0.3","0.8","url:../graphs/rpart/rpart_c1438.html;D'autres informations","39"
"39- TRENAL","218","8.3","66.8","0","0","6.1","18.8","url:../graphs/rpart/rpart_c1440.html;D'autres informations","39"
"39- ROTALIER","1250","14","81","0","0","2.6","2.4","url:../graphs/rpart/rpart_c1434.html;D'autres informations","39"
"39- MAYNAL","365","12.9","81.8","0","0","2","3.3","url:../graphs/rpart/rpart_c1423.html;D'autres informations","39"
"39- CHATEAU-CHALON","862","8.2","89","0","0","1.3","1.5","url:../graphs/rpart/rpart_c1415.html;D'autres informations","39"
"39- PASSENANS","938","21.5","72.8","0","0","2.5","3.2","url:../graphs/rpart/rpart_c1430.html;D'autres informations","39"
"39- VADANS","221","24.3","61.8","0","0","5","8.9","url:../graphs/rpart/rpart_c1441.html;D'autres informations","39"
